mol_id,smiles,homo,split
gdb_127066,CCOCc1cnon1,-0.2748,val
gdb_77670,CC12COCC1(C)C2O,-0.2382,val
gdb_111241,COC1C2COCC1C2,-0.2481,val
gdb_79189,CC1C(O)C2C3OC1C32,-0.236,val
gdb_29900,Cn1cnc(C(N)=O)c1,-0.2326,val
gdb_98183,CCC(=O)C(C)(C)CC,-0.2351,val
gdb_2136,CC1N=CNC1=N,-0.2315,val
gdb_7796,CC1CNCC(=O)N1,-0.215,val
gdb_69331,CC1(C#N)CC2(O)CC12,-0.2706,val
gdb_28456,Cc1ncc(C)c(C)n1,-0.2361,val
gdb_74182,CC1=CC(=O)CN2CC12,-0.2188,val
gdb_77929,CN1C2C(O)C1(C)C2O,-0.2136,val
gdb_63670,C#CCCC1OC1(C)C,-0.2577,val
gdb_48311,C#CC1(C=O)C2CN1C2,-0.2422,val
gdb_40721,C1CC1C1OC2CC1C2,-0.2376,val
gdb_2686,CC#CCCCO,-0.2409,val
gdb_45417,O=C1OC2C=CC1CC2,-0.2476,val
gdb_63749,CC1(C)CC2(COC2)O1,-0.2463,val
gdb_111100,CCC1C2CC(C)C1O2,-0.2389,val
gdb_113533,N=C1OCC12OC2CO,-0.2729,val
gdb_35310,N#CC1CC2(C#N)CC12,-0.2942,val
gdb_110569,COC1C2C3OC2(C)C13,-0.2269,val
gdb_77586,CC1C2(C)NC2C12CN2,-0.2201,val
gdb_113382,CCC1CC1(CO)CO,-0.2449,val
gdb_64497,OC1(C2CC2)C2CC1C2,-0.2559,val
gdb_129099,N=c1cnonnc1=N,-0.2497,val
gdb_43392,O=C1C=CC=CCC=C1,-0.2375,val
gdb_71100,C#CC12C3CC1(O)CN32,-0.2353,val
gdb_102523,C#CC(O)C(CO)OC,-0.2541,val
gdb_74682,NC1=NC2C=CCC2O1,-0.2203,val
gdb_122781,C#CC(=N)OCCCO,-0.2648,val
gdb_91442,O=CC1OC2CC(O)C12,-0.2511,val
gdb_128810,COCc1n[nH]c(=O)[nH]1,-0.2213,val
gdb_23954,C#Cc1ncoc1C#C,-0.2312,val
gdb_113108,COC1CC(CC=O)C1,-0.2449,val
gdb_102085,CC1(C(C=O)CO)CN1,-0.2442,val
gdb_49592,O=CC1C2CC2C2CN12,-0.2276,val
gdb_92600,CC1OC2CCCC12O,-0.2411,val
gdb_132163,N=c1nc(F)[nH]cc1N,-0.1948,val
gdb_21317,COCc1cn[nH]n1,-0.2554,val
gdb_76510,OC1C(O)C12CC1CN12,-0.2259,val
gdb_29342,C#Cc1c(C)c[nH]c1O,-0.1854,val
gdb_92654,CC1OC2CCOCC12,-0.2358,val
gdb_70001,OC12CC1C1CCC2C1,-0.2471,val
gdb_70632,C#CC1CCC2CC12C,-0.251,val
gdb_9147,CCC#CC(C)OC,-0.241,val
gdb_85449,CC1OC(=O)CC12CC2,-0.26,val
gdb_77936,CC1C2C(O)C1C2(C)O,-0.2423,val
gdb_65900,CC1(C(=O)C#N)CCN1,-0.2475,val
gdb_132379,Nc1cc(F)cc(O)n1,-0.2124,val
gdb_41033,C1OC23C4CC2(C4)NC13,-0.2045,val
gdb_124330,CC(=O)n1cnc(N)n1,-0.23,val
gdb_13698,CC1NC1C#CCO,-0.2435,val
gdb_123383,C#CCNc1cnon1,-0.2448,val
gdb_122800,COCCOC(=O)C=O,-0.2633,val
gdb_63955,CC1(O)CC2CCC1O2,-0.246,val
gdb_65708,CC1(CC=O)CC1C=O,-0.2515,val
gdb_20274,C1C2C1C1C3CC1C23,-0.2492,val
gdb_5632,OCc1c[nH]cc1O,-0.1938,val
gdb_15509,N=CN1CCOC1=O,-0.2554,val
gdb_51130,O=COC12CC1C1OC12,-0.2526,val
gdb_60210,CC(C)CC1OC2CC12,-0.2332,val
gdb_131019,C#Cc1cnn(C=O)n1,-0.2689,val
gdb_53760,N#CCCC#CC(N)=O,-0.2648,val
gdb_43103,N=C1C2OCC3CN1C32,-0.2377,val
gdb_40811,C1=CC(N2CC2)CCC1,-0.2276,val
gdb_96066,CC12CC1C(O)CCO2,-0.222,val
gdb_127689,Cn1nnc(=N)cc1N,-0.2026,val
gdb_108500,CCC12CCCC1CC2,-0.2703,val
gdb_99647,CNC(C#N)C1CN1C,-0.2383,val
gdb_88444,CC1OC1(C)C1CC1O,-0.2289,val
gdb_108987,CCC1=CC2CC1(C)C2,-0.2109,val
gdb_131818,OCCCn1ccnn1,-0.2574,val
gdb_45743,O=C1OC=NC12COC2,-0.2676,val
gdb_114574,CNC1CC2NC12C#N,-0.2275,val
gdb_17203,OC1C2OC1C21CO1,-0.2591,val
gdb_106817,COC12COCC1(C)C2,-0.2482,val
gdb_32126,CNc1ncnc(C)n1,-0.2371,val
gdb_128255,CNc1nnoc(=N)n1,-0.2429,val
gdb_9491,C#CC1(C)COC1C,-0.2491,val
gdb_133117,COc1ccccc1F,-0.2183,val
gdb_122590,CCCCN1CCC1=O,-0.2381,val
gdb_17802,CC(=O)C1C2CN1C2,-0.2406,val
gdb_127590,Cn1ncc(CC=O)n1,-0.2472,val
gdb_47725,O=C1CCCOC12CC2,-0.2307,val
gdb_4671,Cc1cn(C=O)cn1,-0.241,val
gdb_64826,CC1(NC(=O)C=O)CC1,-0.2476,val
gdb_40100,C1CC2CC3(CO3)C2C1,-0.2525,val
gdb_36121,C#CCC12CC=CC1O2,-0.2455,val
gdb_115551,COC1CCC1(O)C#N,-0.2619,val
gdb_86405,CC1CC2(CC2)C(C)O1,-0.2402,val
gdb_60650,CC(=O)N(C)C1COC1,-0.2385,val
gdb_42137,C1=NCCCOCCO1,-0.2509,val
gdb_81560,CC(=O)N1C2CC1C2O,-0.2371,val
gdb_82323,OC1C2CC2CC12CO2,-0.2479,val
gdb_99100,CC1(NC(=O)CO)CC1,-0.2538,val
gdb_44098,O=C1OC23CCC2OC13,-0.2584,val
gdb_72917,OC12COC1C1CN1C2,-0.235,val
gdb_118841,CCCC1(C)CC1CO,-0.255,val
gdb_109591,COC1C(C)C(O)C1C,-0.2448,val
gdb_80397,CC1(C)CC2C(O)C2O1,-0.2339,val
gdb_31958,CCc1cnc(CO)[nH]1,-0.2109,val
gdb_61233,C#CCC(C)C1OC1C,-0.257,val
gdb_112779,C#CC1C(C)CC1OC,-0.2399,val
gdb_17181,OCC12CC3C1CC32,-0.263,val
gdb_86528,CC1CC(C(=O)C=O)O1,-0.2428,val
gdb_35823,N#CC1NCC2OCC12,-0.2502,val
gdb_55599,N=C(CC(N)=O)NC=O,-0.248,val
gdb_88319,CC1CN1C(=O)CC=O,-0.2505,val
gdb_39575,C1=CC2CC(C1)N=CO2,-0.2439,val
gdb_6673,CC(=O)NCCC=O,-0.2473,val
gdb_103507,CC1(CO)C=CC2OC21,-0.2439,val
gdb_2547,O=CC(CO)CO,-0.2506,val
gdb_109905,CC1C=CC(=O)C1CO,-0.2476,val
gdb_44722,N#CC1CC2CC(=O)C12,-0.2555,val
gdb_56484,N#CC(O)C(=O)NC=N,-0.2779,val
gdb_7459,CC(O)C(C)C(C)O,-0.254,val
gdb_89120,CN1CC1CCCC=O,-0.2284,val
gdb_105326,C#CC1(OC)CC2OC21,-0.2527,val
gdb_107823,CCC12CCC3C1N3C2,-0.2199,val
gdb_60975,CC(C=O)C1NC1(C)C,-0.2458,val
gdb_62218,CC(C=O)OCCC#N,-0.2671,val
gdb_107537,N#CC1CC2OC12CO,-0.2806,val
gdb_101308,CCC(O)C1OC1C=O,-0.254,val
gdb_80738,CC1C2OC(C#N)OC12,-0.2722,val
gdb_78336,CC1C2N1C(=O)C21CC1,-0.2404,val
gdb_46244,C#CC1NC12COC2=O,-0.2611,val
gdb_8548,CC12CN3CC(O1)C32,-0.2109,val
gdb_86514,CC1CC(C(=O)C#N)N1,-0.2514,val
gdb_22662,CCC1=CC(=NO)CN1,-0.1823,val
gdb_33505,N#CC1(CC2CC2)CC1,-0.282,val
gdb_111061,CCC1N2CC1(CO)C2,-0.2218,val
gdb_68923,CC12COCOC1(C)C2,-0.2329,val
gdb_91295,C#CC1CC2CC(C)C12,-0.2471,val
gdb_102090,CCC(C=O)C1(O)CC1,-0.2429,val
gdb_80741,N#CC1CC2C(O)C2C1,-0.2656,val
gdb_74931,CC1=CC2CC3C1CC23,-0.218,val
gdb_67077,N#CC12CC3C(N1)C32N,-0.2399,val
gdb_59379,CC(O)C1CC(C#N)N1,-0.2445,val
gdb_87388,O=C1CC(O)C12CC2O,-0.2413,val
gdb_61392,C#CC(O)CC(C)(C)O,-0.2457,val
gdb_9102,O=COCC(O)C=O,-0.279,val
gdb_107241,CCC12CC1C1NC12C,-0.1979,val
gdb_19231,CC1C(C#N)C2CC12,-0.2792,val
gdb_77198,CC1C(C#N)OC1C#N,-0.3105,val
gdb_99770,CC(C)C(CO)C1CC1,-0.2522,val
gdb_124102,c1onc2c1COCO2,-0.2564,val
gdb_129019,c1cc2cnn[nH]c-2n1,-0.2335,val
gdb_133662,CC(C)NCC(F)(F)F,-0.2339,val
gdb_55329,C#CC1OCC1C(N)=O,-0.2449,val
gdb_95650,CC1OCOC(=O)C1C,-0.2632,val
gdb_21516,N#Cc1cn[nH]c1N,-0.2311,val
gdb_94239,CC1OCC1(C)CC=O,-0.2523,val
gdb_88516,CC1NC1C1(C=O)CO1,-0.2539,val
gdb_92265,CC12C=CCC1CC2O,-0.2367,val
gdb_118760,CN1CC(O)(CCO)C1,-0.2229,val
gdb_94399,CC1CCC12COC2=O,-0.2643,val
gdb_12091,CC1NC1C1(C)CO1,-0.2449,val
gdb_90189,CC1OC23CN4C2C1C43,-0.2377,val
gdb_125133,Cc1oncc1OC=O,-0.263,val
gdb_21182,CNc1cnnn1C,-0.2112,val
gdb_89447,CC1CC2(C)CC=CC12,-0.2327,val
gdb_58190,CC(O)C(O)C(C)(C)O,-0.2459,val
gdb_133651,CC(O)C(=O)C(F)(F)F,-0.2848,val
gdb_56677,C#CC(O)C1(C)CCC1,-0.2611,val
gdb_63230,CC1(C)C=CCC2CC21,-0.2353,val
gdb_115030,N#CC1N=CNC1CN,-0.2392,val
gdb_35981,N#CC1COCCOC1,-0.2672,val
gdb_10511,O=CCC1(CO)CC1,-0.2541,val
gdb_104111,CC1(CO)OCC(=O)O1,-0.2652,val
gdb_62804,CC1(O)C2CC(C=O)C21,-0.2414,val
gdb_88668,CC1OC1C1CC(O)C1,-0.2559,val
gdb_130593,O=C1C=Cc2ccnn21,-0.2464,val
gdb_39343,C1CC23NC2COC3O1,-0.2517,val
gdb_91272,CC1CC2OC(=O)NC12,-0.2568,val
gdb_69077,CC12CC1(C=O)OC=N2,-0.2556,val
gdb_69104,N#CC12CC1(N)CCO2,-0.2363,val
gdb_116067,CCC1CCCC(=O)N1,-0.233,val
gdb_105534,COC1(C2CC2)CCC1,-0.2405,val
gdb_28368,Cc1ncc(C)c(=O)o1,-0.2488,val
gdb_125722,Cc1noc(C2CC2)n1,-0.2609,val
gdb_21125,CN=c1cnonn1,-0.2571,val
gdb_12688,CC1=C(C)C(C)OC1,-0.2194,val
gdb_85068,O=C1CC(O)C(O)C1O,-0.2575,val
gdb_81180,CC1N2CC1(OC=O)C2,-0.2571,val
gdb_100594,CCC(O)C(=O)NC=O,-0.2649,val
gdb_133037,CCc1ccc(F)cn1,-0.2474,val
gdb_95051,CC1OCC2OC(=N)C12,-0.2619,val
gdb_4962,Cc1cccnc1N,-0.2079,val
gdb_74383,CC1=CC2(C)C3CC1C32,-0.2076,val
gdb_117581,C#CC(CCO)C1CO1,-0.2561,val
gdb_117443,C#CCNC(=O)CCO,-0.2494,val
gdb_109424,O=C1C=CC(=O)C1CO,-0.2596,val
gdb_81641,CC1=CC2CC(C1)C2O,-0.2311,val
gdb_38820,C1=NCC2CC3CC23O1,-0.2376,val
gdb_63249,CC1(C)C=CCOC=N1,-0.2385,val
gdb_57772,CC(C)C#CC1(C)CC1,-0.2246,val
gdb_77864,CC1C2C(C#N)C2N1C,-0.2153,val
gdb_17811,CC(C)C1C2CC1O2,-0.2327,val
gdb_16606,O=C1CC2OC2C1=O,-0.2442,val
gdb_123025,CCOCCC1CC1C,-0.2473,val
gdb_70228,CC12C=C(C#N)CC1C2,-0.2465,val
gdb_45792,O=C1CC=CC2CC1O2,-0.2363,val
gdb_6490,CC1(CC(N)=O)CC1,-0.2367,val
gdb_59395,C#CC1(C)OC1C(C)C,-0.2564,val
gdb_107799,COC12CC3C(C1O)C32,-0.2264,val
gdb_81773,CC1(O)C(O)C2OC21C,-0.2363,val
gdb_7182,CCCC(O)CC=O,-0.2427,val
gdb_60601,OC(C1COC1)C1CO1,-0.2419,val
gdb_4729,N#Cc1nc(N)c[nH]1,-0.2123,val
gdb_94662,N=COCC1CCC1O,-0.2611,val
gdb_96697,C#CC(=NC)OC(C)=O,-0.2676,val
gdb_41788,C1=CC2CCC(C=C1)O2,-0.2166,val
gdb_87925,CC1NC12COC(=N)C2,-0.2541,val
gdb_119336,OCCC12C3C4C3N1C42,-0.2129,val
gdb_86433,CC1=NC(C)CC(C)O1,-0.2375,val
gdb_98054,CC(=O)C(=O)C(=O)CO,-0.2533,val
gdb_125223,Cc1cc(C2CN2)n[nH]1,-0.2172,val
gdb_30610,O=C(CO)c1ccc[nH]1,-0.2241,val
gdb_129657,Nc1cnoc(=O)c1N,-0.2142,val
gdb_126917,CCNc1cc(C)n[nH]1,-0.1939,val
gdb_74275,CC1=CC(C)(C)NC1=O,-0.2385,val
gdb_16790,O=C1CC(=O)C2OC12,-0.2625,val
gdb_35871,N#CC1NCCC12CN2,-0.2531,val
gdb_43536,N#CC1OC(=N)C12CN2,-0.2805,val
gdb_104853,CCC1(CO)CCC1C,-0.2606,val
gdb_35274,C#CC1NC1CC1CO1,-0.2485,val
gdb_93112,OC1CN=COC12CC2,-0.2481,val
gdb_76115,C#CC1C(O)C2(C)OC12,-0.2454,val
gdb_108539,COC12COC3C1NC32,-0.2364,val
gdb_88180,CC1CC12C=CCCC2,-0.2178,val
gdb_56525,C#CC(C)(O)C(O)C#N,-0.278,val
gdb_41709,C1=NC23CCCC2C3O1,-0.2327,val
gdb_49778,C#CC1OC=NC1C=O,-0.254,val
gdb_21649,Nc1ncc(=O)[nH]n1,-0.2197,val
gdb_8818,C#CC(O)C(=O)CC,-0.2604,val
gdb_76954,O=CC1C(O)C12CCC2,-0.2389,val
gdb_117195,CCNC(=O)C1(C)CC1,-0.2392,val
gdb_125021,Cc1cnoc(=O)c1N,-0.2258,val
gdb_126243,CCc1onnc1NC,-0.2096,val
gdb_93711,CC1CCC(C)(C#N)C1,-0.3056,val
gdb_92386,C#CC12NCC1NC2C,-0.2209,val
gdb_85338,CC1CC(N)=CC(=N)O1,-0.2045,val
gdb_59827,C[NH+](C)CC#CC(=O)[O-],-0.2119,val
gdb_114236,CCC1CC2(CC2C)O1,-0.2194,val
gdb_35446,C#CC1CC2NC12C#N,-0.2576,val
gdb_102163,C#CCC(CO)C(C)O,-0.2476,val
gdb_89900,OC1CC2(C1)CC1CC12,-0.2431,val
gdb_131572,OCC#Cc1cnoc1,-0.2439,val
gdb_123372,C#CCNc1c[nH]nn1,-0.2099,val
gdb_76640,CC1C(C2CCC2)N1C,-0.21,val
gdb_22421,CC12CC(=NO)C(C1)O2,-0.2441,val
gdb_95120,CC1CCC2CC12C=O,-0.2449,val
gdb_127102,Cc1n[nH]cc1N(C)C,-0.1906,val
gdb_40590,C1CC1N1C2C3OC2C31,-0.2272,val
gdb_121467,OCCN=C1CCCO1,-0.2392,val
gdb_26783,C#Cc1cc(O)c(C)[nH]1,-0.1823,val
gdb_964,Cc1occc1N,-0.1862,val
gdb_84154,CC1=CC(C)C2OC2C1,-0.2331,val
gdb_45718,N#CC1C=CCC(=N)O1,-0.2756,val
gdb_37363,C1CC2CC(O1)C1OC21,-0.2399,val
gdb_88380,CC1OC1C(C)(N)C#N,-0.2636,val
gdb_126222,CCc1[nH]nc(N)c1N,-0.1843,val
gdb_61752,CC(NC=O)C(=O)C=O,-0.2596,val
gdb_51943,O=CCC#CCCC=O,-0.2526,val
gdb_45592,O=C1CC2OCOCC12,-0.2467,val
gdb_86335,CC1CC(C)C1C1CO1,-0.2584,val
gdb_70327,CC12CC1CC1CC12O,-0.2349,val
gdb_97806,CCC1NC1C#CCO,-0.2431,val
gdb_95425,CC1CC(C=O)=CCO1,-0.251,val
gdb_73332,CC12OCC3=CCC1C32,-0.2169,val
gdb_8732,C#CC(C)C(C)C#C,-0.2555,val
gdb_81196,OC1C2OC13C=CCC23,-0.2353,val
gdb_76193,CC1(C)C(O)C12CCO2,-0.2192,val
gdb_26851,Cc1cnc(=O)oc1C,-0.246,val
gdb_49179,O=CC1=CN2CC2CC1,-0.2377,val
gdb_60719,CC(=O)C(=O)N(C)C=N,-0.2489,val
gdb_53070,CC#CC1=CNC(=O)C1,-0.2008,val
gdb_90300,CC1CC2=CC3NC3C21,-0.2235,val
gdb_24478,c1nc2ccocc-2n1,-0.246,val
gdb_96441,CC1CCCCC2CC12,-0.2533,val
gdb_29959,Cn1cnc(C=O)c1N,-0.215,val
gdb_110134,COC1C(C=O)C1CO,-0.2467,val
gdb_22753,CC1(O)C(=NO)C2OC21,-0.2541,val
gdb_94714,CC1CCC2(O)CC2C1,-0.245,val
gdb_8752,C#CC(=O)N(C)C=N,-0.2579,val
gdb_80666,O=C1NC2CC(C2)C1O,-0.2445,val
gdb_80173,CC1C(=O)OC2C(O)C12,-0.2662,val
gdb_88704,C#CC1NC1C1NC1C,-0.2381,val
gdb_118351,CCCC(C=O)C1CN1,-0.2485,val
gdb_111663,COC1C2COC(=N)C21,-0.2436,val
gdb_63745,CC1(C)CC2(CCC2)C1,-0.2613,val
gdb_114225,COC1C=CC2(CC2)O1,-0.2265,val
gdb_60957,N=C1CC(C(O)C=O)O1,-0.2727,val
gdb_127056,CCOCc1c[nH]nn1,-0.2477,val
gdb_20207,C1CC2C3CCC1C23,-0.2581,val
gdb_65405,C#CCC1CC1(C)C#N,-0.2711,val
gdb_24099,N#CCNc1cc[nH]c1,-0.1946,val
gdb_71278,O=C1CN2C3CC1(O)C32,-0.2447,val
gdb_22938,CC12CC1OCC2=NO,-0.2305,val
gdb_117049,CCNC(=N)C(=O)OC,-0.2242,val
gdb_109548,CCC1C(O)C(=O)C1O,-0.2581,val
gdb_12396,CN1CCCOC1=O,-0.2397,val
gdb_54232,CC1(C(N)=O)COC1=O,-0.2602,val
gdb_72252,CC12OC3CCC1C32C,-0.2155,val
gdb_37596,C1C2CN3C4C1CC2C43,-0.2254,val
gdb_122503,O=CC1CC1CCCO,-0.2452,val
gdb_30991,Nc1[nH]c(=O)oc1CO,-0.1962,val
gdb_45629,O=C1CN=C(C2CN2)O1,-0.2647,val
gdb_63041,CC1(C)C2NC3C2OC31,-0.2268,val
gdb_86173,N#CC1=CC(O)CC1N,-0.2464,val
gdb_36354,N#CCN1CC12CCC2,-0.2503,val
gdb_102390,CNC(C#N)(CO)CO,-0.2553,val
gdb_7479,CC1(CC=O)COC1,-0.2493,val
gdb_87143,CC1NC1(C)C1(C)CO1,-0.2442,val
gdb_126196,CCc1c(O)n[nH]c1C,-0.2106,val
gdb_86526,N#CC(=O)N1CC(O)C1,-0.269,val
gdb_38936,C1CC2CC3CC2C3C1,-0.2741,val
gdb_72016,O=C1C2CN3CC2(O)C13,-0.2408,val
gdb_87920,CC1CC12COC(=O)C2,-0.2595,val
gdb_82523,CC12C(O)C1CC21CC1,-0.2354,val
gdb_132631,Nc1cnc(O)c(F)n1,-0.2097,val
gdb_19510,O=CC1C2CCOC12,-0.2387,val
gdb_119081,CCCC1(OC)CCC1,-0.2413,val
gdb_39407,C1CC2OC3C(C1)OC23,-0.2421,val
gdb_1891,CC1CCC(O)C1,-0.2545,val
gdb_84085,CC1=CC(O)C(O)C1O,-0.2557,val
gdb_44910,O=C1CC2CC=CC1O2,-0.232,val
gdb_127777,Cn1nnc2cnoc21,-0.262,val
gdb_87830,CC1NC12CC1OC12C,-0.2379,val
gdb_26725,Nc1c(C=O)coc1O,-0.2065,val
gdb_123863,c1nc2n(n1)CCCC2,-0.2468,val
gdb_107125,CCC12CC1C1(C)OC21,-0.221,val
gdb_114609,O=CC12CN1CC2CO,-0.2472,val
gdb_33249,OCCCc1c[nH]cn1,-0.2172,val
gdb_33299,N#CC#CC12CCC1C2,-0.253,val
gdb_5719,c1[nH]cc2c1OCO2,-0.1928,val
gdb_101372,COC(C)C1CC2CC21,-0.2392,val
gdb_67134,CC12C(=O)C3CC1C32C,-0.2287,val
gdb_131171,Oc1cn[nH]c1N1CC1,-0.2038,val
gdb_132376,Nc1cc(O)cc(F)c1,-0.2054,val
gdb_121249,COCC1OCC1OC,-0.2445,val
gdb_2198,CC1CN(C)C1=O,-0.24,val
gdb_103275,CC1CC2C1C2(C)CO,-0.2475,val
gdb_52278,N=COCC1OCC1=O,-0.2604,val
gdb_65775,CC1(CC=O)COCO1,-0.2449,val
gdb_38977,C1COC23CC2CC3O1,-0.2251,val
gdb_42149,N#CC(=O)C#CC1CC1,-0.2837,val
gdb_61190,C#CCC(O)C(N)C#N,-0.2644,val
gdb_40446,C1OCC2(C3CO3)CC12,-0.2524,val
gdb_18901,CC12C3CC1N1C3C12,-0.2204,val
gdb_86383,CC1CC(O)C2(C)CN12,-0.2259,val
gdb_65285,CC1(C#N)CC12COC2,-0.2585,val
gdb_14891,N#CC1=NCCCO1,-0.2766,val
gdb_39547,C1=CC2C3C4C2N(C1)C34,-0.2057,val
gdb_131852,OCCNc1cn[nH]c1,-0.1843,val
gdb_43637,N=C1C=CC(C2CN2)O1,-0.2469,val
gdb_4861,COc1ncc(C)[nH]1,-0.1927,val
gdb_76108,CC12CC1C(C#N)C2O,-0.2708,val
gdb_120835,N=COC1CC1CCO,-0.2576,val
gdb_44850,O=C1CC2CC1C1CC21,-0.2278,val
gdb_96140,CC1OCCC2CC1C2,-0.2451,val
gdb_9214,CNC(=O)COC=O,-0.2631,val
gdb_115695,NC(=O)C1COC1CO,-0.2474,val
gdb_49367,O=CC1C(C=O)N1C=O,-0.2612,val
gdb_35949,C#CC1C=CCOCO1,-0.2571,val
gdb_29413,Nc1c[nH]c(NC=O)c1,-0.1714,val
gdb_5881,CC(C)(C)C#CCO,-0.2406,val
gdb_24302,c1ncn2c1C1OC1C2,-0.2238,val
gdb_31663,CNc1cn(C)cc1C,-0.1672,val
gdb_28195,Oc1nc2ccoc2[nH]1,-0.1903,val
gdb_97679,CCC#CC1(CC)CN1,-0.2263,val
gdb_65648,O=CC1(O)CC2OCC21,-0.2507,val
gdb_35627,N#CC1N=CNC1C#N,-0.2757,val
gdb_53272,CC#CC1CC1C(C)=O,-0.231,val
gdb_14326,O=C1CC2CCC2N1,-0.2383,val
gdb_67905,CC12OC(=N)C1C1OC12,-0.2604,val
gdb_36037,C#CCC1(C2CN2)CO1,-0.2485,val
gdb_80124,CN1C2C=CCC21C=O,-0.2372,val
gdb_130514,c1cc2nccc-2on1,-0.2378,val
gdb_93743,CC1=C(C)CC(C)CC1,-0.2166,val
gdb_118432,CCCC(OC)C(N)=O,-0.2365,val
gdb_115926,COC1CCC2CC2O1,-0.2321,val
gdb_41002,C1C2N3CC4OCC42C13,-0.2373,val
gdb_65457,C#CC1(O)CC1OC=N,-0.2476,val
gdb_16276,O=CC12OC1CC2=O,-0.2563,val
gdb_89391,CC1CC2(C)CN2C1=O,-0.2435,val
gdb_34198,C#CC12CC3CN(C1)C32,-0.2119,val
gdb_18439,CC1OC2C(C#N)C12,-0.2583,val
gdb_28,O=CC=O,-0.2668,val
gdb_98769,COC(=O)C1CC2CN21,-0.2388,val
gdb_49050,O=CC12CCN1CC2=O,-0.2474,val
gdb_14104,CC1OCC12CN2C,-0.2339,val
gdb_47650,N=C1OCC=CCCO1,-0.2582,val
gdb_76348,CC1C(O)C(C=O)C1O,-0.2501,val
gdb_59735,CC(C)C1CCOC1=N,-0.2558,val
gdb_32371,O=c1ncc(CO)co1,-0.2529,val
gdb_55248,NC(=O)C1COC(=O)N1,-0.2638,val
gdb_17128,O=C1CC(C2CO2)O1,-0.2779,val
gdb_59938,CC(C)CC(C)(N)C#N,-0.2643,val
gdb_16484,CC12C(O)C3CN1C32,-0.2309,val
gdb_68450,OC12CN=COC(C1)C2,-0.2418,val
gdb_41450,C1OC2C3CC24OCC134,-0.2366,val
gdb_503,O=CCNC=O,-0.2579,val
gdb_47287,N=C1CCC(=N)OCO1,-0.2723,val
gdb_91921,CC1CN2CC2C(C)O1,-0.2167,val
gdb_40486,C1OC1C12NC3C1NC32,-0.2298,val
gdb_37787,C1=CC2CC3C(C1)C3C2,-0.2267,val
gdb_9899,CC1(C#CCO)CO1,-0.2562,val
gdb_125795,Cc1noc2nc[nH]c12,-0.2328,val
gdb_52707,CC#CC(O)CC(C)C,-0.2469,val
gdb_46012,C#CC1=CCC(=O)CC1,-0.2359,val
gdb_118339,CC(C)N(C=O)CCO,-0.2421,val
gdb_7767,CN1CC=CC(=O)C1,-0.2212,val
gdb_93044,CC1CC=CC2OCC12,-0.2357,val
gdb_38717,C1CC2CC3CC3(C1)O2,-0.239,val
gdb_69679,C#CC1C2C3NC3(C)C12,-0.2007,val
gdb_103371,CCC1(C)C2COC1C2,-0.2339,val
gdb_4823,Cc1cnc(CN)o1,-0.2259,val
gdb_43248,O=C1C=C2NC3CC1C23,-0.2348,val
gdb_99054,CCC(=O)CC(O)C#N,-0.2641,val
gdb_126466,CCc1cc(CO)on1,-0.2525,val
gdb_99670,CNC(C#N)C1CCO1,-0.2456,val
gdb_39434,C1CC23CC2COCC13,-0.2448,val
gdb_50678,C#CC1COCC1C=O,-0.2474,val
gdb_46594,O=C1NCC23CCC12C3,-0.2289,val
gdb_73603,C#CC1C2OCOC12C,-0.2295,val
gdb_33242,CCOCc1ccoc1,-0.2178,val
gdb_112687,COC1CC(=O)N(C)C1,-0.2346,val
gdb_125863,CC1C=Cn2nccc21,-0.2176,val
gdb_78616,OC1C2C3C(O)C2(O)C13,-0.2475,val
gdb_60452,CC(O)COCC(C)O,-0.2372,val
gdb_20391,c1n[nH]c2c1CCO2,-0.2026,val
gdb_90045,CC1OC23CC(O)(C2)C13,-0.2381,val
gdb_116405,COC1CCCCC1=O,-0.2275,val
gdb_94855,OC1CCC2(CCC2)C1,-0.2529,val
gdb_47309,O=C1CCCC(=O)OC1,-0.2514,val
gdb_18966,OCC1C2C3CC2C13,-0.2612,val
gdb_124178,CC#Cc1nonc1N,-0.2408,val
gdb_89370,CC1CC2(O)C=CC1C2,-0.2369,val
gdb_22865,NC1=NCC(=NO)C1O,-0.2339,val
gdb_80609,CC1(C)C2CC(C2)C1O,-0.2581,val
gdb_3556,OC1C2CN3C1C23,-0.2343,val
gdb_51670,O=CCN1CC2OCC21,-0.2298,val
gdb_4529,Nc1nc(O)c(N)o1,-0.1866,val
gdb_130165,N=COc1cc(N)n[nH]1,-0.2087,val
gdb_30857,CNc1oc(C)nc1O,-0.1863,val
gdb_133082,COc1cccc(F)n1,-0.2308,val
gdb_18692,O=C1OCCC2CN12,-0.2613,val
gdb_104004,COC1(C)CC2NC21C,-0.2205,val
gdb_31806,CCc1cnc(C)nc1,-0.2394,val
gdb_67520,CC12C(=O)CC1C1CC12,-0.2259,val
gdb_48031,N#CC(=O)CC#CC=O,-0.2816,val
gdb_97954,CC(=O)OCC#CCO,-0.2579,val
gdb_111053,CCC12CC(O1)C2OC,-0.2299,val
gdb_83299,CN1C(=O)C2CC1CO2,-0.2299,val
gdb_45696,O=C1CN=C2OCC2O1,-0.2627,val
gdb_58618,CC(O)C1(C(N)=O)CN1,-0.2369,val
gdb_14621,N#CCCCOC=O,-0.2915,val
gdb_23111,O=CC1NC=CC1=NO,-0.2025,val
